Needs work:
TODO - needs to be checked (some are proper, others missing or improper)

Double-check:
FP - fictional placeholder (replace if possible, but don't waste time on non-focus areas)
HTLP - historical top liege used as placeholder (can be replaced, but should perhaps not be replaced with a fictional placeholder)
HCV - historical character to verify (when the area is the focus)

Done:
CHP - correct historical placeholder (might verify further in the future, but some should definiely be replaced)
CHH - correct historical holder (only replace if necessary)

Dates:
CM - 769.1.1 - vanilla's "Early Middle Ages" bookmark
tOG - 867.1.1 - vanilla's "Viking Age" bookmark
IC	- 936.8.7 - vanilla's "The Iron Century" bookmark
Stamford - 1066.9.15 - vanilla's "Stamford Bridge" bookmark; any date between here and 1337.1.1 is supposed to be playable
Alexiad	- 1081.4.1 - vanilla's "The Alexiad" bookmark 
Bangchang - 1127.4.20 - founding of (Da) Chu
Shaoxing - 1142.10.1 (approx.) - Treaty of Shaoxing ratified
Genpei - 1180.6.15 - start of the Genpei War
CK3 - 1187.1.1 - vanilla's "The Third Crusade" bookmark
Kamakura - 1192.8.21 - formal proclamation of the Kamakura Shogunate
Latin - 1204.5.16 - vanilla's "The Latin Empire" bookmark
Genghis - 1206.1.1 (approx.) - Temujin proclaimed Genghis Khan
Mongols - 1220.2.1 - vanilla's "Age of the Mongols" bookmark; we probably care more about the previous one
Legacy - 1227.8.18 - death of Genghis
Hansa - 1241.5.1 - vanilla's "Rise of the Hansa" bookmark
Toluid - 1259.8.11 - death of Möngke Khan, approximate start of the Toluid Civil War
Yamen - 1279.3.19 - Battle of Yamen, end of the Song dynasty
HYW -	1337.1.1 - vanilla's "Late Middle Ages" bookmark; last possible start


TITLE					REGION			CM		tOG		IC		Stamford	Alexiad		Bangchang	Shaoxing	Genpei 	CK3		Kamakura	Latin	Genghis		Mongols		Legacy	Hansa	Toluid	Yamen	HYW
c_junlian				China			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_juzhou				China			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kaffa					East Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kaga					Japan			HTLP	CHH		CHH		CHP			CHP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kai					Japan			CHH		CHP		CHP		CHP			CHP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kaiping				China			CHH		CHH		CHH		FP			FP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kaizhou				China			CHH		CHH		CHH		HTLP		HTLP		CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kalapa				Java			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kale					Burma			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kampar				Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kanchanaburi			Khmer Empire	CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kapit					Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kapuas				Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_karta					Java			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kasambuwangaan		Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_katha					Burma			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_katingan				Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kaur					Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kauthara				Champa			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kawachi				Japan			CHH		CHH		CHH		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kawali				Java			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kawthaung				Burma			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kazusa				Japan			CHH		CHP		CHP		CHH			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kedah					Malaya			CHH		CHH		CHH		FP			FP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kediri				Java			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kelang				Malaya			CHH		CHH		CHH		FP			FP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kelantan				Malaya			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_keluren				Mongolia		HCV		HCV		HCV		HCV			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kendal				Java			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_ketapang				Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_khammouan				Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_khon_kaen				Khmer Empire	FP		FP		FP		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kii					Japan			CHP		CHH		CHH		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_koh_kong				Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kong					West Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kota_baru				Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kota_marudu			Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kozuke				Japan			CHH		CHH		CHP		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kratie				Khmer Empire	HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kuantan				Malaya			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kuantan_singingi		Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kubiki				Japan			CHP		CHP		CHP		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kuching				Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kuizhou				China			CHH		CHH		CHH		HTLP		HTLP		CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kumano				Japan			CHP		CHH		CHH		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kumasi				West Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kushe					Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kuta_wato				Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kutai					Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kyaukse				Burma			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_kyiangtong			Burma			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_laizhou				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lallo					Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lamandau				Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lampung_barat			Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lampung_selatan		Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lampung_timur			Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lampung_utara			Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lamun					Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lamuri				Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lang_son				Vietnam			FP		FP		CHP		CHP			CHP			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lanzhou				China			HTLP	CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lao_cai				Vietnam			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lavapura				Khmer Empire	CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lean					China			CHH		CHH		CHP		CHP			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lei					China			CHH		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_leshan				China			CHH		CHH		CHH		HTLP		HTLP		CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_leyte					Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lianyungang			China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lianzhou				China			CHH		CHP		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_liaocheng				China			CHH		CHH		CHH		HTLP		CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_liaoyang				China			CHH		HTLP	CHH		FP			FP			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lien					China			CHH		CHP		CHP		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lijiang				Dali			HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_limbang				Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_linfen				China			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lingga				Sumatra			HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lingyuan				China			CHH		CHH		CHP		FP			FP			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lingyun				China			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_linyi					China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lishui				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_liu					China			CHP		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_liuzhou				China			CHH		CHP		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lizhou				Manchuria		CHH		CHH		HCV		HCV			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lobi					West Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_loei					Khmer Empire	FP		FP		FP		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lombok				Java			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_longhua				Manchuria		CHH		CHH		HCV		HCV			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_longnan				China			CHH		CHH		CHH		CHH			CHP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_longping				Dali			FP		HCV		HCV		HCV			HCV			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_longyan				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_loudi					China			CHH		CHP		CHH		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_luan					China			CHH		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_luanchuan				China			HTLP	HTLP	HTLP	CHH			CHP			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_luang_namtha			Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_luang_prabang			Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lubuklinggau			Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_luoyang				China			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_luwu					Sulawesi		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_luwuk					Sulawesi		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_lyongcheon			Manchuria		CHH		CHH		CHH		CHH			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_madaya				Burma			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_madja					Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_madoi					Tibet			FP		FP		FP		FP			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_madura				Java			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_maha_sarakham			Khmer Empire	HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_makaw					Burma			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_malang				Java			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_malaybalay			Philippines		FP		FP		FP		CHP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_malunay				Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mamburao				Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mamuju				Sulawesi		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_manadou				Sulawesi		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mandailing			Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mandar				Sulawesi		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mansalay				Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_maohil				Manchuria		FP		FP		CHH		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_maoming				China			CHH		CHH		CHP		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_masbate				Philippines		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mawlamyine			Burma			CHH		CHH		CHH		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_meizhou				China			CHH		CHH		CHH		CHP			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_melaka				Malaya			CHH		CHH		CHH		FP			FP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_menggu				Mongolia		HCV		HCV		HCV		HCV			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mengwu				Manchuria		FP		FP		CHH		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mianning				Dali			HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mianyang				China			CHH		CHH		HCV		HTLP		HTLP		CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mikawa				Japan			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mimasaka				Japan			CHH		CHP		CHP		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_minbu					Burma			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mingzhou				China			CHH		CHH		CHH		CHH			CHH			TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mino					Japan			CHH		CHH		CHH		CHH			CHP			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_miri					Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_miryang				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_miyakojima			Ryukyu			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_moergen				Manchuria		FP		FP		CHH		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mogju					Manchuria		CHH		CHH		CHH		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mondulkiri			Khmer Empire	HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mong_kawng			Burma			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mong_kung				Burma			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mong_nai				Burma			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mong_pai				Burma			CHH		CHH		CHH		CHH			CHH			CHH			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mopet					Yezo			FP		FP		FP		FP			TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mossi					West Africa		FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_moyejie				Manchuria		FP		FP		FP		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_muang_xay				Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_muara_enim			Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mukah					Borneo			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_munchon				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_mungyeong				Korea			HTLP	HTLP	HTLP	HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_muro					Japan			CHP		CHH		CHH		CHH			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_murotsu				Japan			CHH		CHP		CHP		CHH			CHH			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_musashi				Japan			CHH		CHH		CHH		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_musi_banyuasin		Sumatra			HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_musi_rawas			Sumatra			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_myeik					Burma			FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nagato				Japan			HTLP	CHP		CHP		CHP			CHP			CHP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_naju					Korea			HTLP	HTLP	CHH		HTLP		TODO		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nakhon_pathom			Khmer Empire	HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nakhon_phanom			Khmer Empire	FP		FP		FP		FP			FP			FP			TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
c_nakhon_ratchasina		Khmer Empire	HTLP	HTLP	HTLP	HTLP		HTLP		TODO		TODO		TODO	TODO	TODO		TODO	TODO		TODO		TODO	TODO	TODO	TODO	TODO
